hourOfDay,dayOfWeek,bayOccupied,recentAvgCurrent,sessionElapsedMin,historicalArrivalRate,arrivedWithinWindow,actualDurationMin
17,3,1,19.32,21.6,0.3,0,294.9
4,5,0,0.0,0.0,0.05,0,0.0
20,1,1,14.54,12.3,0.6,1,306.0
12,1,1,22.19,17.9,0.3,0,292.5
7,6,0,0.0,0.0,0.2,0,0.0
2,6,0,0.0,0.0,0.05,0,0.0
13,6,1,12.92,5.1,0.3,0,296.1
20,0,1,18.99,149.4,0.5,0,461.8
9,0,1,17.43,24.1,0.55,1,178.3
1,3,0,0.0,0.0,0.05,0,0.0
14,6,1,17.72,24.6,0.3,0,353.9
23,0,0,0.0,0.0,0.2,0,0.0
21,5,1,18.45,61.1,0.6,0,173.4
10,1,1,19.75,17.6,0.65,1,202.3
19,1,1,18.78,10.7,0.6,1,311.0
3,3,0,0.0,0.0,0.05,0,0.0
0,1,0,0.0,0.0,0.05,0,0.0
2,1,0,0.0,0.0,0.05,0,0.0
19,3,1,16.67,27.7,0.6,1,235.3
16,1,1,13.69,51.2,0.3,0,191.9
8,3,1,17.32,18.5,0.65,1,303.9
11,2,0,0.0,0.0,0.3,0,0.0
14,6,1,10.77,113.2,0.3,1,539.5
20,3,0,0.0,0.0,0.6,1,0.0
0,3,0,0.0,0.0,0.05,0,0.0
20,6,1,21.19,17.1,0.5,1,471.7
21,6,1,16.29,0.5,0.5,1,448.7
7,4,1,19.34,66.5,0.2,0,231.3
4,6,0,0.0,0.0,0.05,0,0.0
12,1,1,17.74,157.2,0.3,0,66.1
4,6,0,0.0,0.0,0.05,0,0.0
15,5,0,0.0,0.0,0.3,0,0.0
21,2,1,22.32,203.5,0.6,1,0.0
16,2,0,0.0,0.0,0.3,1,0.0
12,3,1,19.78,19.9,0.3,0,247.4
6,6,0,0.0,0.0,0.2,0,0.0
23,3,1,8.63,137.6,0.2,1,1018.2
11,4,0,0.0,0.0,0.3,0,0.0
19,1,0,0.0,0.0,0.6,1,0.0
3,3,0,0.0,0.0,0.05,0,0.0
12,2,0,0.0,0.0,0.3,0,0.0
11,2,1,13.86,39.1,0.3,0,230.2
5,5,0,0.0,0.0,0.05,0,0.0
4,6,0,0.0,0.0,0.05,0,0.0
3,5,0,0.0,0.0,0.05,0,0.0
21,5,0,0.0,0.0,0.6,1,0.0
7,3,0,0.0,0.0,0.2,1,0.0
10,2,1,12.04,37.8,0.65,0,386.4
6,0,0,0.0,0.0,0.2,0,0.0
12,2,1,20.61,77.4,0.3,1,605.5
21,3,1,19.77,31.3,0.6,0,355.5
9,3,1,15.74,47.4,0.65,1,464.9
4,5,0,0.0,0.0,0.05,0,0.0
2,3,0,0.0,0.0,0.05,0,0.0
13,6,0,0.0,0.0,0.3,0,0.0
14,5,0,0.0,0.0,0.3,1,0.0
9,2,1,8.53,130.2,0.65,1,642.9
4,5,0,0.0,0.0,0.05,0,0.0
20,5,1,16.1,17.1,0.6,1,264.8
2,4,0,0.0,0.0,0.05,0,0.0
16,2,0,0.0,0.0,0.3,0,0.0
1,2,0,0.0,0.0,0.05,0,0.0
21,2,1,17.95,32.4,0.6,1,583.8
16,4,0,0.0,0.0,0.3,0,0.0
17,4,1,10.01,53.4,0.3,0,642.4
15,5,0,0.0,0.0,0.3,1,0.0
3,3,0,0.0,0.0,0.05,0,0.0
16,0,0,0.0,0.0,0.3,0,0.0
1,0,0,0.0,0.0,0.05,0,0.0
11,4,0,0.0,0.0,0.3,0,0.0
21,1,1,15.11,16.9,0.6,0,93.3
18,3,1,19.38,113.9,0.6,0,11.1
1,1,0,0.0,0.0,0.05,0,0.0
2,2,0,0.0,0.0,0.05,0,0.0
15,5,1,7.95,6.9,0.3,0,553.8
23,5,1,11.19,4.7,0.2,0,838.9
2,3,0,0.0,0.0,0.05,0,0.0
22,0,0,0.0,0.0,0.2,0,0.0
21,5,0,0.0,0.0,0.6,1,0.0
12,3,1,14.63,32.2,0.3,0,240.4
19,1,1,10.74,120.3,0.6,0,48.4
1,2,0,0.0,0.0,0.05,0,0.0
14,5,1,10.96,22.7,0.3,0,456.7
16,5,1,19.57,36.0,0.3,1,524.5
14,5,0,0.0,0.0,0.3,0,0.0
15,5,1,13.36,10.0,0.3,0,562.2
3,2,0,0.0,0.0,0.05,0,0.0
12,4,0,0.0,0.0,0.3,0,0.0
13,4,1,14.24,69.0,0.3,0,60.1
8,0,1,14.14,13.1,0.55,1,693.8
20,4,0,0.0,0.0,0.6,1,0.0
1,4,0,0.0,0.0,0.05,0,0.0
6,1,0,0.0,0.0,0.2,0,0.0
4,2,0,0.0,0.0,0.05,0,0.0
19,2,0,0.0,0.0,0.6,1,0.0
14,6,1,12.86,96.5,0.3,0,351.0
15,3,0,0.0,0.0,0.3,1,0.0
23,5,1,18.75,6.4,0.2,0,244.3
10,5,1,13.5,111.4,0.65,1,137.7
1,4,0,0.0,0.0,0.05,0,0.0
9,1,1,14.85,32.6,0.65,0,446.9
3,0,0,0.0,0.0,0.05,0,0.0
9,1,1,17.49,78.8,0.65,1,107.3
13,5,1,16.72,50.7,0.3,0,444.4
16,2,0,0.0,0.0,0.3,1,0.0
18,3,1,18.62,66.8,0.6,1,266.7
4,2,0,0.0,0.0,0.05,0,0.0
1,1,0,0.0,0.0,0.05,0,0.0
14,3,0,0.0,0.0,0.3,0,0.0
6,1,0,0.0,0.0,0.2,0,0.0
0,3,0,0.0,0.0,0.05,0,0.0
14,5,1,20.25,36.4,0.3,1,624.9
14,3,0,0.0,0.0,0.3,0,0.0
4,6,0,0.0,0.0,0.05,0,0.0
0,3,0,0.0,0.0,0.05,0,0.0
10,0,0,0.0,0.0,0.55,1,0.0
1,2,0,0.0,0.0,0.05,0,0.0
4,0,0,0.0,0.0,0.05,0,0.0
10,1,1,12.07,17.7,0.65,0,278.9
4,6,0,0.0,0.0,0.05,0,0.0
4,3,0,0.0,0.0,0.05,0,0.0
18,1,0,0.0,0.0,0.6,1,0.0
12,0,0,0.0,0.0,0.3,1,0.0
19,5,1,12.14,11.8,0.6,0,658.2
6,3,1,20.22,50.8,0.2,0,649.3
15,2,1,15.69,48.4,0.3,0,348.4
8,1,1,18.58,21.5,0.65,1,207.2
17,6,0,0.0,0.0,0.3,1,0.0
2,1,0,0.0,0.0,0.05,0,0.0
9,6,1,17.25,9.8,0.55,0,259.2
16,1,1,16.99,5.0,0.3,0,443.6
8,1,1,21.77,35.5,0.65,1,469.6
15,2,1,13.29,5.2,0.3,1,240.1
18,2,0,0.0,0.0,0.6,0,0.0
22,2,0,0.0,0.0,0.2,0,0.0
18,1,1,22.46,74.5,0.6,1,243.6
2,5,0,0.0,0.0,0.05,0,0.0
6,2,1,18.31,47.2,0.2,0,171.3
8,0,1,12.83,5.3,0.55,1,225.8
7,4,0,0.0,0.0,0.2,0,0.0
4,6,0,0.0,0.0,0.05,0,0.0
15,6,1,20.26,4.8,0.3,0,397.4
1,0,0,0.0,0.0,0.05,0,0.0
3,2,0,0.0,0.0,0.05,0,0.0
14,6,0,0.0,0.0,0.3,1,0.0
20,2,1,14.02,76.3,0.6,1,559.3
17,6,1,14.55,45.4,0.3,0,302.7
15,1,0,0.0,0.0,0.3,1,0.0
9,3,1,21.86,4.1,0.65,1,187.9
11,3,0,0.0,0.0,0.3,0,0.0
14,4,0,0.0,0.0,0.3,0,0.0
22,1,0,0.0,0.0,0.2,0,0.0
2,1,0,0.0,0.0,0.05,0,0.0
3,4,0,0.0,0.0,0.05,0,0.0
9,6,0,0.0,0.0,0.55,1,0.0
16,4,1,16.07,11.9,0.3,0,469.0
7,1,1,16.25,54.9,0.2,0,241.1
8,5,1,13.17,65.2,0.65,0,118.6
0,5,0,0.0,0.0,0.05,0,0.0
15,0,0,0.0,0.0,0.3,0,0.0
8,3,1,18.83,65.3,0.65,1,242.9
22,3,0,0.0,0.0,0.2,1,0.0
0,5,0,0.0,0.0,0.05,0,0.0
21,5,1,11.04,8.0,0.6,0,661.6
14,6,0,0.0,0.0,0.3,1,0.0
9,6,0,0.0,0.0,0.55,1,0.0
21,0,1,19.11,103.9,0.5,1,151.1
1,6,1,17.29,64.7,0.05,0,555.5
3,0,0,0.0,0.0,0.05,0,0.0
23,5,0,0.0,0.0,0.2,1,0.0
20,5,1,17.22,40.2,0.6,1,329.5
5,2,0,0.0,0.0,0.05,0,0.0
3,4,0,0.0,0.0,0.05,0,0.0
17,1,1,15.69,46.4,0.3,0,346.6
10,2,1,15.37,89.2,0.65,1,153.7
22,2,0,0.0,0.0,0.2,0,0.0
11,4,0,0.0,0.0,0.3,1,0.0
19,0,0,0.0,0.0,0.5,1,0.0
19,6,1,15.4,33.8,0.5,0,456.6
22,1,0,0.0,0.0,0.2,0,0.0
0,5,0,0.0,0.0,0.05,0,0.0
1,4,0,0.0,0.0,0.05,0,0.0
23,4,0,0.0,0.0,0.2,1,0.0
2,6,0,0.0,0.0,0.05,0,0.0
5,1,0,0.0,0.0,0.05,0,0.0
16,0,1,16.39,41.5,0.3,1,429.8
22,4,0,0.0,0.0,0.2,0,0.0
3,4,0,0.0,0.0,0.05,0,0.0
4,5,0,0.0,0.0,0.05,0,0.0
12,2,0,0.0,0.0,0.3,0,0.0
18,2,1,11.43,5.2,0.6,1,443.7
21,1,1,18.82,8.8,0.6,0,297.6
17,1,0,0.0,0.0,0.3,0,0.0
4,3,0,0.0,0.0,0.05,0,0.0
23,0,0,0.0,0.0,0.2,0,0.0
8,6,1,18.62,20.6,0.55,0,551.0
13,2,0,0.0,0.0,0.3,1,0.0
7,0,0,0.0,0.0,0.2,0,0.0
21,6,0,0.0,0.0,0.5,0,0.0
5,6,0,0.0,0.0,0.05,0,0.0
5,5,0,0.0,0.0,0.05,0,0.0
5,2,0,0.0,0.0,0.05,1,0.0
18,6,0,0.0,0.0,0.5,1,0.0
23,6,0,0.0,0.0,0.2,0,0.0
23,2,0,0.0,0.0,0.2,0,0.0
9,5,1,15.46,3.5,0.65,0,649.1
19,0,1,15.32,53.8,0.5,1,493.2
13,4,0,0.0,0.0,0.3,0,0.0
10,1,1,17.12,132.5,0.65,1,455.7
9,3,0,0.0,0.0,0.65,1,0.0
9,5,1,10.17,16.8,0.65,1,423.7
23,1,0,0.0,0.0,0.2,1,0.0
16,4,0,0.0,0.0,0.3,0,0.0
0,1,0,0.0,0.0,0.05,0,0.0
18,3,1,18.28,15.8,0.6,1,322.3
2,2,0,0.0,0.0,0.05,0,0.0
3,6,0,0.0,0.0,0.05,0,0.0
9,3,1,14.24,36.9,0.65,0,405.0
20,6,1,15.67,14.8,0.5,0,911.8
3,0,0,0.0,0.0,0.05,0,0.0
19,4,1,18.66,25.3,0.6,1,126.2
20,1,1,16.8,83.9,0.6,0,208.3
11,6,1,20.86,130.0,0.3,0,58.8
12,3,0,0.0,0.0,0.3,0,0.0
1,4,0,0.0,0.0,0.05,0,0.0
1,0,0,0.0,0.0,0.05,0,0.0
9,2,0,0.0,0.0,0.65,0,0.0
20,0,0,0.0,0.0,0.5,1,0.0
3,0,0,0.0,0.0,0.05,0,0.0
20,0,1,8.56,25.6,0.5,0,830.1
5,2,0,0.0,0.0,0.05,0,0.0
6,4,0,0.0,0.0,0.2,0,0.0
2,3,0,0.0,0.0,0.05,0,0.0
16,1,0,0.0,0.0,0.3,0,0.0
15,4,1,12.61,56.0,0.3,0,771.8
4,6,1,14.18,18.9,0.05,0,250.9
8,5,1,22.28,51.0,0.65,0,233.6
16,4,0,0.0,0.0,0.3,0,0.0
18,5,1,12.74,42.7,0.6,0,718.3
13,3,1,12.86,41.6,0.3,0,369.0
13,0,1,16.56,83.2,0.3,0,90.1
2,2,0,0.0,0.0,0.05,0,0.0
13,5,0,0.0,0.0,0.3,1,0.0
16,0,0,0.0,0.0,0.3,0,0.0
17,6,1,16.84,16.4,0.3,0,210.7
23,5,1,20.62,37.9,0.2,0,262.5
22,3,0,0.0,0.0,0.2,0,0.0
10,5,1,15.76,24.9,0.65,1,138.6
18,3,0,0.0,0.0,0.6,1,0.0
6,3,0,0.0,0.0,0.2,1,0.0
23,2,0,0.0,0.0,0.2,0,0.0
11,2,0,0.0,0.0,0.3,0,0.0
10,1,1,13.11,1.9,0.65,0,217.2
9,0,0,0.0,0.0,0.55,1,0.0
0,1,0,0.0,0.0,0.05,0,0.0
5,3,0,0.0,0.0,0.05,0,0.0
10,3,1,20.42,37.3,0.65,0,211.8
14,2,0,0.0,0.0,0.3,0,0.0
12,6,0,0.0,0.0,0.3,0,0.0
16,0,0,0.0,0.0,0.3,0,0.0
22,1,0,0.0,0.0,0.2,0,0.0
21,6,1,13.79,38.5,0.5,0,792.0
17,5,0,0.0,0.0,0.3,1,0.0
13,2,1,14.88,14.3,0.3,0,906.4
0,5,0,0.0,0.0,0.05,0,0.0
11,5,1,18.05,11.4,0.3,0,171.0
15,0,0,0.0,0.0,0.3,0,0.0
5,1,0,0.0,0.0,0.05,0,0.0
15,1,0,0.0,0.0,0.3,0,0.0
7,5,1,20.74,146.0,0.2,1,243.1
22,1,0,0.0,0.0,0.2,0,0.0
2,5,0,0.0,0.0,0.05,0,0.0
20,2,0,0.0,0.0,0.6,0,0.0
23,5,0,0.0,0.0,0.2,1,0.0
12,0,0,0.0,0.0,0.3,0,0.0
20,0,0,0.0,0.0,0.5,0,0.0
2,1,1,18.72,33.2,0.05,0,265.4
1,5,0,0.0,0.0,0.05,0,0.0
5,0,0,0.0,0.0,0.05,1,0.0
6,6,1,19.36,29.5,0.2,0,600.9
16,4,0,0.0,0.0,0.3,0,0.0
21,1,1,15.56,100.0,0.6,1,209.7
17,3,0,0.0,0.0,0.3,0,0.0
11,1,1,10.84,8.0,0.3,0,780.9
1,3,0,0.0,0.0,0.05,0,0.0
22,1,0,0.0,0.0,0.2,1,0.0
7,1,0,0.0,0.0,0.2,1,0.0
15,1,0,0.0,0.0,0.3,1,0.0
11,6,0,0.0,0.0,0.3,1,0.0
0,4,0,0.0,0.0,0.05,0,0.0
6,6,1,15.87,49.3,0.2,0,278.8
11,5,0,0.0,0.0,0.3,0,0.0
4,4,0,0.0,0.0,0.05,0,0.0
2,3,0,0.0,0.0,0.05,0,0.0
6,4,0,0.0,0.0,0.2,1,0.0
20,6,1,21.15,21.7,0.5,0,350.1
7,4,1,17.98,28.8,0.2,0,537.8
8,1,0,0.0,0.0,0.65,1,0.0
2,1,0,0.0,0.0,0.05,0,0.0
17,3,0,0.0,0.0,0.3,0,0.0
3,6,0,0.0,0.0,0.05,0,0.0
11,1,1,19.65,53.7,0.3,1,536.9
9,5,1,19.15,34.2,0.65,0,120.6
18,3,1,12.02,35.0,0.6,1,207.2
3,2,0,0.0,0.0,0.05,0,0.0
12,6,0,0.0,0.0,0.3,1,0.0
1,1,0,0.0,0.0,0.05,0,0.0
21,2,1,19.33,3.5,0.6,0,424.7
18,0,1,10.18,29.9,0.5,1,1195.4
23,1,0,0.0,0.0,0.2,0,0.0
14,3,0,0.0,0.0,0.3,0,0.0
7,1,0,0.0,0.0,0.2,0,0.0
0,4,0,0.0,0.0,0.05,0,0.0
4,4,0,0.0,0.0,0.05,0,0.0
14,3,0,0.0,0.0,0.3,1,0.0
9,2,1,16.85,3.9,0.65,1,449.0
21,4,1,12.38,30.2,0.6,0,187.0
2,2,0,0.0,0.0,0.05,0,0.0
15,3,1,12.99,2.9,0.3,0,458.3
21,3,1,16.28,33.0,0.6,0,667.9
14,1,0,0.0,0.0,0.3,1,0.0
11,0,1,18.05,39.6,0.3,0,458.9
16,2,0,0.0,0.0,0.3,0,0.0
3,0,0,0.0,0.0,0.05,0,0.0
3,1,0,0.0,0.0,0.05,0,0.0
15,6,0,0.0,0.0,0.3,1,0.0
8,4,1,24.0,51.1,0.65,1,203.5
16,3,1,15.06,11.3,0.3,0,419.1
10,4,1,11.49,39.8,0.65,1,984.6
18,1,1,22.56,5.8,0.6,1,490.6
12,0,0,0.0,0.0,0.3,0,0.0
8,1,0,0.0,0.0,0.65,0,0.0
23,3,0,0.0,0.0,0.2,0,0.0
15,5,0,0.0,0.0,0.3,0,0.0
0,5,0,0.0,0.0,0.05,0,0.0
10,4,1,14.4,88.4,0.65,0,358.0
14,4,0,0.0,0.0,0.3,0,0.0
14,0,0,0.0,0.0,0.3,0,0.0
20,2,1,20.73,35.2,0.6,0,289.5
1,3,0,0.0,0.0,0.05,0,0.0
15,5,0,0.0,0.0,0.3,0,0.0
19,4,1,12.15,3.0,0.6,0,170.7
19,4,1,8.08,80.2,0.6,1,455.1
11,0,1,11.78,30.2,0.3,0,283.0
18,3,1,12.74,17.2,0.6,1,237.2
23,5,0,0.0,0.0,0.2,0,0.0
8,1,1,23.33,108.0,0.65,0,195.0
14,5,0,0.0,0.0,0.3,0,0.0
11,4,0,0.0,0.0,0.3,0,0.0
7,5,0,0.0,0.0,0.2,0,0.0
23,5,0,0.0,0.0,0.2,0,0.0
20,5,0,0.0,0.0,0.6,1,0.0
4,3,0,0.0,0.0,0.05,0,0.0
5,5,0,0.0,0.0,0.05,0,0.0
10,5,1,14.17,3.7,0.65,1,459.1
1,2,0,0.0,0.0,0.05,0,0.0
4,0,0,0.0,0.0,0.05,0,0.0
11,6,0,0.0,0.0,0.3,1,0.0
10,1,0,0.0,0.0,0.65,1,0.0
11,2,1,19.06,2.7,0.3,0,304.9
17,3,1,16.66,30.8,0.3,0,287.8
7,1,0,0.0,0.0,0.2,0,0.0
6,3,1,10.54,70.5,0.2,0,378.1
11,4,1,12.63,15.5,0.3,0,727.1
0,3,0,0.0,0.0,0.05,0,0.0
0,1,0,0.0,0.0,0.05,1,0.0
22,0,0,0.0,0.0,0.2,0,0.0
12,5,1,11.04,7.7,0.3,1,376.9
1,3,0,0.0,0.0,0.05,0,0.0
22,5,0,0.0,0.0,0.2,1,0.0
0,1,0,0.0,0.0,0.05,0,0.0
22,3,1,23.97,67.1,0.2,1,230.0
13,3,0,0.0,0.0,0.3,1,0.0
2,3,0,0.0,0.0,0.05,0,0.0
6,1,0,0.0,0.0,0.2,0,0.0
0,6,0,0.0,0.0,0.05,0,0.0
0,2,0,0.0,0.0,0.05,0,0.0
15,5,0,0.0,0.0,0.3,1,0.0
21,3,0,0.0,0.0,0.6,1,0.0
16,4,0,0.0,0.0,0.3,0,0.0
2,5,1,17.57,54.8,0.05,0,762.5
18,4,1,12.2,65.2,0.6,0,301.9
19,5,0,0.0,0.0,0.6,0,0.0
20,2,1,14.49,18.5,0.6,0,540.0
23,1,0,0.0,0.0,0.2,0,0.0
9,5,0,0.0,0.0,0.65,1,0.0
2,0,0,0.0,0.0,0.05,0,0.0
21,3,1,16.45,49.3,0.6,1,574.5
7,0,0,0.0,0.0,0.2,0,0.0
0,2,0,0.0,0.0,0.05,0,0.0
2,3,0,0.0,0.0,0.05,0,0.0
4,5,0,0.0,0.0,0.05,0,0.0
21,2,1,17.98,38.3,0.6,0,445.0
6,4,1,12.6,17.7,0.2,1,439.9
4,4,0,0.0,0.0,0.05,0,0.0
18,5,0,0.0,0.0,0.6,0,0.0
0,3,0,0.0,0.0,0.05,0,0.0
9,3,1,21.68,10.9,0.65,0,384.3
18,3,0,0.0,0.0,0.6,0,0.0
0,3,0,0.0,0.0,0.05,0,0.0
13,5,0,0.0,0.0,0.3,1,0.0
15,2,0,0.0,0.0,0.3,0,0.0
13,4,0,0.0,0.0,0.3,0,0.0
10,6,0,0.0,0.0,0.55,1,0.0
22,6,0,0.0,0.0,0.2,0,0.0
2,3,1,17.75,6.4,0.05,0,104.3
4,5,0,0.0,0.0,0.05,0,0.0
0,6,0,0.0,0.0,0.05,0,0.0
1,2,0,0.0,0.0,0.05,0,0.0
16,5,1,20.15,14.2,0.3,0,496.8
5,4,0,0.0,0.0,0.05,0,0.0
12,6,0,0.0,0.0,0.3,0,0.0
8,6,0,0.0,0.0,0.55,1,0.0
23,0,1,16.05,24.8,0.2,0,394.9
14,0,0,0.0,0.0,0.3,0,0.0
6,0,0,0.0,0.0,0.2,0,0.0
23,2,0,0.0,0.0,0.2,0,0.0
20,2,0,0.0,0.0,0.6,0,0.0
4,2,0,0.0,0.0,0.05,0,0.0
11,5,0,0.0,0.0,0.3,0,0.0
17,5,0,0.0,0.0,0.3,1,0.0
21,2,0,0.0,0.0,0.6,1,0.0
10,0,1,14.4,4.7,0.55,0,761.6
14,5,0,0.0,0.0,0.3,1,0.0
23,1,0,0.0,0.0,0.2,1,0.0
21,4,1,12.43,8.9,0.6,0,410.9
19,2,1,19.74,3.0,0.6,1,289.3
11,3,0,0.0,0.0,0.3,1,0.0
19,6,1,15.29,57.8,0.5,1,202.1
10,0,0,0.0,0.0,0.55,1,0.0
21,5,1,7.9,15.3,0.6,1,1822.4
1,3,0,0.0,0.0,0.05,0,0.0
1,3,0,0.0,0.0,0.05,1,0.0
6,4,0,0.0,0.0,0.2,0,0.0
4,3,0,0.0,0.0,0.05,0,0.0
10,0,1,24.61,26.1,0.55,1,449.0
22,5,0,0.0,0.0,0.2,0,0.0
17,5,0,0.0,0.0,0.3,1,0.0
12,6,1,14.68,4.2,0.3,0,112.0
4,4,0,0.0,0.0,0.05,0,0.0
11,1,0,0.0,0.0,0.3,0,0.0
2,6,0,0.0,0.0,0.05,0,0.0
3,6,0,0.0,0.0,0.05,1,0.0
14,2,1,18.9,14.2,0.3,0,561.5
0,1,0,0.0,0.0,0.05,0,0.0
4,4,0,0.0,0.0,0.05,0,0.0
15,1,0,0.0,0.0,0.3,0,0.0
9,0,1,15.43,129.0,0.55,0,721.3
21,2,1,15.57,18.8,0.6,0,334.0
16,0,1,19.61,17.1,0.3,0,216.9
6,6,0,0.0,0.0,0.2,1,0.0
17,3,0,0.0,0.0,0.3,1,0.0
5,2,0,0.0,0.0,0.05,0,0.0
1,4,0,0.0,0.0,0.05,0,0.0
14,2,0,0.0,0.0,0.3,0,0.0
15,4,1,6.0,29.1,0.3,0,615.9
16,0,0,0.0,0.0,0.3,0,0.0
9,1,1,20.42,17.0,0.65,0,260.1
21,3,0,0.0,0.0,0.6,1,0.0
13,2,0,0.0,0.0,0.3,0,0.0
7,6,0,0.0,0.0,0.2,0,0.0
19,1,1,20.09,108.0,0.6,1,172.4
15,4,1,13.9,2.4,0.3,0,267.2
14,3,0,0.0,0.0,0.3,1,0.0
1,2,0,0.0,0.0,0.05,0,0.0
20,6,0,0.0,0.0,0.5,1,0.0
7,2,1,13.64,63.7,0.2,0,209.4
12,3,1,22.04,82.0,0.3,0,0.2
3,1,0,0.0,0.0,0.05,0,0.0
22,6,1,16.74,174.2,0.2,1,1.3
15,0,0,0.0,0.0,0.3,0,0.0
10,2,0,0.0,0.0,0.65,1,0.0
10,1,0,0.0,0.0,0.65,1,0.0
3,0,0,0.0,0.0,0.05,0,0.0
8,0,0,0.0,0.0,0.55,1,0.0
19,5,1,17.75,25.4,0.6,0,354.1
21,0,0,0.0,0.0,0.5,0,0.0
14,6,1,19.05,81.8,0.3,0,106.1
13,6,1,11.68,34.1,0.3,0,904.4
16,1,0,0.0,0.0,0.3,0,0.0
12,4,1,7.81,97.3,0.3,0,520.5
7,4,0,0.0,0.0,0.2,1,0.0
5,1,0,0.0,0.0,0.05,0,0.0
20,5,1,15.44,31.5,0.6,0,192.2
14,3,0,0.0,0.0,0.3,0,0.0
14,4,0,0.0,0.0,0.3,0,0.0
14,0,0,0.0,0.0,0.3,0,0.0
9,6,0,0.0,0.0,0.55,1,0.0
13,0,0,0.0,0.0,0.3,0,0.0
16,3,0,0.0,0.0,0.3,0,0.0
10,2,1,14.8,33.6,0.65,1,371.0
18,3,1,21.42,113.4,0.6,0,418.3
23,0,0,0.0,0.0,0.2,0,0.0
21,5,1,16.58,65.7,0.6,0,805.9
14,4,0,0.0,0.0,0.3,1,0.0
3,3,0,0.0,0.0,0.05,0,0.0
23,2,0,0.0,0.0,0.2,0,0.0
10,2,1,22.06,12.2,0.65,1,164.2
23,3,1,16.83,17.9,0.2,0,243.9
11,1,0,0.0,0.0,0.3,0,0.0
4,4,0,0.0,0.0,0.05,0,0.0
1,0,0,0.0,0.0,0.05,0,0.0
2,4,0,0.0,0.0,0.05,0,0.0
6,1,0,0.0,0.0,0.2,0,0.0
16,6,0,0.0,0.0,0.3,0,0.0
19,6,1,14.26,127.1,0.5,1,372.2
2,4,0,0.0,0.0,0.05,0,0.0
8,4,1,19.32,24.1,0.65,1,210.0
21,3,1,16.04,21.4,0.6,0,399.7
23,3,0,0.0,0.0,0.2,0,0.0
23,1,0,0.0,0.0,0.2,0,0.0
11,5,0,0.0,0.0,0.3,0,0.0
3,1,0,0.0,0.0,0.05,0,0.0
14,4,0,0.0,0.0,0.3,0,0.0
23,2,0,0.0,0.0,0.2,0,0.0
2,5,0,0.0,0.0,0.05,0,0.0
0,4,0,0.0,0.0,0.05,0,0.0
12,3,0,0.0,0.0,0.3,0,0.0
5,4,0,0.0,0.0,0.05,0,0.0
23,4,0,0.0,0.0,0.2,0,0.0
11,1,0,0.0,0.0,0.3,0,0.0
16,3,1,14.58,13.5,0.3,0,315.5
7,5,0,0.0,0.0,0.2,0,0.0
9,2,1,16.5,8.7,0.65,0,253.9
18,4,1,6.0,20.6,0.6,0,1875.8
5,1,0,0.0,0.0,0.05,0,0.0
8,4,1,16.42,45.6,0.65,0,158.7
17,0,0,0.0,0.0,0.3,0,0.0
11,4,0,0.0,0.0,0.3,1,0.0
14,5,1,25.23,27.1,0.3,0,399.6
11,0,0,0.0,0.0,0.3,0,0.0
19,1,1,14.02,37.2,0.6,0,763.1
3,2,1,10.31,39.4,0.05,1,939.0
16,3,1,12.98,139.9,0.3,0,302.3
5,0,0,0.0,0.0,0.05,0,0.0
13,2,0,0.0,0.0,0.3,1,0.0
21,6,1,16.26,85.8,0.5,0,86.1
22,2,0,0.0,0.0,0.2,1,0.0
19,2,1,19.7,119.9,0.6,0,424.6
0,4,0,0.0,0.0,0.05,0,0.0
3,4,0,0.0,0.0,0.05,0,0.0
1,6,0,0.0,0.0,0.05,1,0.0
22,0,0,0.0,0.0,0.2,0,0.0
14,1,0,0.0,0.0,0.3,0,0.0
23,4,0,0.0,0.0,0.2,0,0.0
13,2,0,0.0,0.0,0.3,1,0.0
20,6,0,0.0,0.0,0.5,1,0.0
16,4,0,0.0,0.0,0.3,1,0.0
18,2,1,9.97,51.1,0.6,1,426.8
9,5,1,11.34,3.8,0.65,1,545.0
16,0,0,0.0,0.0,0.3,0,0.0
8,4,1,16.85,57.8,0.65,1,432.4
20,1,0,0.0,0.0,0.6,0,0.0
13,4,0,0.0,0.0,0.3,1,0.0
12,3,0,0.0,0.0,0.3,0,0.0
20,4,1,14.66,4.1,0.6,0,185.9
19,4,0,0.0,0.0,0.6,1,0.0
9,5,1,19.55,6.3,0.65,0,160.2
10,3,1,13.21,85.7,0.65,0,544.1
18,1,1,10.55,19.9,0.6,0,511.4
7,3,1,11.83,32.9,0.2,1,142.4
22,3,0,0.0,0.0,0.2,1,0.0
18,6,0,0.0,0.0,0.5,1,0.0
5,5,0,0.0,0.0,0.05,0,0.0
18,1,1,12.6,74.0,0.6,1,758.5
22,3,0,0.0,0.0,0.2,0,0.0
0,2,0,0.0,0.0,0.05,0,0.0
12,4,0,0.0,0.0,0.3,0,0.0
21,1,0,0.0,0.0,0.6,1,0.0
20,2,1,15.05,6.0,0.6,0,413.7
7,3,0,0.0,0.0,0.2,0,0.0
20,0,0,0.0,0.0,0.5,1,0.0
22,5,1,16.32,20.7,0.2,0,615.6
6,2,0,0.0,0.0,0.2,0,0.0
22,6,1,13.22,58.6,0.2,0,194.6
20,6,0,0.0,0.0,0.5,1,0.0
20,0,0,0.0,0.0,0.5,1,0.0
18,0,0,0.0,0.0,0.5,1,0.0
11,2,0,0.0,0.0,0.3,1,0.0
8,1,0,0.0,0.0,0.65,1,0.0
